area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk,availability_status,possession_year,location_reduced,has_society,is_cramped,is_luxury_price,price_segment,location_tier,area_type_rank,bath_per_bhk,is_luxury_bath,log_price,log_total_sqft,availability_month,society_size_proxy,society_type
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,SNeur G,1730,3.0,1.0,96.0,3.0,1730.0,5549.132947976878,576.6666666666666,Ready,0,Bommanahalli,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.574710978503383,7.456454555176209,Unknown,3,Small
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2195,4.0,2.0,127.0,3.0,2195.0,5785.876993166287,731.6666666666666,Ready,0,Yelahanka,1,0,0,Premium,Tier 2,0,1.3333333333333333,1,4.852030263919617,7.694392802629421,Unknown,1,Small
Super built-up  Area,18-Mar,Kathriguppe,3 BHK,Independent,1650,3.0,2.0,125.0,3.0,1650.0,7575.757575757576,550.0,Future,2018,Kathriguppe,0,0,1,Premium,Tier 2,1,1.0,0,4.836281906951478,7.409136443920128,Mar,5469,Large
Plot  Area,Ready To Move,KR Puram,2 Bedroom,Independent,1200,2.0,0.0,71.0,2.0,1200.0,5916.666666666667,600.0,Ready,0,KR Puram,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.276666119016055,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,18-May,Hosa Road,2 BHK,Independent,1079,2.0,1.0,32.37,2.0,1079.0,2999.9999999999995,539.5,Future,2018,Hosa Road,0,0,0,Budget,Tier 2,1,1.0,0,3.5076572927632825,6.984716320118266,May,5469,Large
Super built-up  Area,19-Oct,Panathur,2 BHK,Caiya D,1085,2.0,1.0,36.0,2.0,1085.0,3317.9723502304146,542.5,Future,2019,Panathur,1,0,0,Budget,Tier 2,1,1.0,0,3.6109179126442243,6.990256500493881,Oct,1,Small
Built-up  Area,Ready To Move,Maruthi Sevanagar,7 Bedroom,Independent,5000,7.0,0.0,299.0,7.0,5000.0,5980.0,714.2857142857143,Ready,0,other,0,0,0,Ultra-Luxury,Tier 2,0,1.0,0,5.703782474656201,8.517393171418904,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Independent,1075,2.0,1.0,51.5,2.0,1075.0,4790.697674418605,537.5,Ready,0,Yelahanka,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.960813169597578,6.98100574072173,Unknown,5469,Large
Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,Independent,1380,2.0,1.0,80.0,2.0,1380.0,5797.101449275362,690.0,Future,2018,other,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.394449154672439,7.2305631534092925,May,5469,Large
Super built-up  Area,Ready To Move,Puttanahalli,3 BHK,Independent,1450,3.0,1.0,65.0,3.0,1450.0,4482.758620689655,483.3333333333333,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.189654742026425,7.280008252884188,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Independent,1200,2.0,2.0,78.0,2.0,1200.0,6500.0,600.0,Ready,0,Thubarahalli,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.3694478524670215,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Benson Town,3 BHK,Independent,3200,4.0,0.0,350.0,3.0,3200.0,10937.5,1066.6666666666667,Ready,0,Benson Town,0,0,1,Ultra-Luxury,Tier 1,1,1.3333333333333333,1,5.860786223465865,8.071218539969863,Unknown,5469,Large
Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1639,3.0,1.0,98.32,3.0,1639.0,5998.779743746187,546.3333333333334,Future,2021,Hoodi,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.598346960639966,7.402451520818244,Jul,26,Medium
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,Independent,1200,2.0,1.0,54.0,2.0,1200.0,4500.0,600.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.007333185232471,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1739,3.0,1.0,116.0,3.0,1739.0,6670.500287521564,579.6666666666666,Future,2021,Vijayanagar,1,0,0,Premium,Tier 2,1,1.0,0,4.762173934797756,7.461640392208575,Jun,10,Small
Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,4346,5.0,0.0,500.0,4.0,4346.0,11504.83202945237,1086.5,Ready,0,other,1,0,1,Ultra-Luxury,Tier 1,0,1.25,1,6.2166061010848646,8.377241230988792,Unknown,3,Small
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,935,2.0,1.0,32.72,2.0,935.0,3499.4652406417113,467.5,Future,2020,Old Madras Road,1,0,0,Budget,Tier 2,1,1.0,0,3.518091133133655,6.841615476477592,Dec,6,Small
Super built-up  Area,21-Nov, Thanisandra,1 RK,Bhe 2ko,510,1.0,1.0,25.25,1.0,510.0,4950.980392156863,510.0,Future,2021,other,1,0,0,Budget,Tier 2,1,1.0,0,3.2676659890376327,6.236369590203704,Nov,35,Medium
Plot  Area,Ready To Move,Devasandra Extension,6 Bedroom,Independent,1200,6.0,3.0,180.0,6.0,1200.0,15000.0,200.0,Ready,0,other,0,1,1,Premium,Tier 2,3,1.0,0,5.198497031265826,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Nagondanahalli,2 BHK,PrestSe,1178,2.0,3.0,47.0,2.0,1178.0,3989.8132427843802,589.0,Ready,0,other,1,0,0,Budget,Tier 2,1,1.0,0,3.871201010907891,7.072421900537371,Unknown,1,Small
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Siourpl,1375,2.0,1.0,50.0,3.0,1375.0,3636.3636363636365,458.3333333333333,Ready,0,Chikkalasandra,1,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,3.9318256327243257,7.226936018493289,Unknown,2,Small
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Halms S,1065,2.0,1.0,33.0,3.0,1065.0,3098.5915492957747,355.0,Ready,0,Chandapura,1,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.5263605246161616,6.97166860472579,Unknown,1,Small
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,Independent,1450,2.0,1.0,50.75,3.0,1450.0,3500.0,483.3333333333333,Ready,0,2nd Phase Judicial Layout,0,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,3.9464244321454784,7.280008252884188,Unknown,5469,Large
Built-up  Area,Ready To Move,BEML Layout,2 BHK,Independent,999,2.0,3.0,45.0,2.0,999.0,4504.504504504504,499.5,Ready,0,BEML Layout,0,0,0,Budget,Tier 2,0,1.0,0,3.828641396489095,6.907755278982137,Unknown,5469,Large
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Independent,4400,3.0,2.0,475.0,2.0,4400.0,10795.454545454546,2200.0,Ready,0,Amruthahalli,0,0,1,Ultra-Luxury,Tier 2,1,1.5,1,6.16541785423142,8.38958706681109,Unknown,5469,Large
Plot  Area,Ready To Move,Marathahalli,5 Bedroom,Independent,1350,4.0,1.0,135.0,5.0,1350.0,10000.0,270.0,Ready,0,Marathahalli,0,1,1,Premium,Tier 2,3,0.8,0,4.912654885736052,7.208600337960199,Unknown,5469,Large
Built-up  Area,Ready To Move,Kothannur,2 BHK,Independent,1100,2.0,2.0,40.0,2.0,1100.0,3636.3636363636365,550.0,Ready,0,Kothannur,0,0,0,Budget,Tier 2,0,1.0,0,3.713572066704308,7.00397413672268,Unknown,5469,Large
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Wiass G,1835,2.0,3.0,155.0,3.0,1835.0,8446.866485013625,611.6666666666666,Ready,0,Koramangala,1,0,1,Premium,Tier 1,1,0.6666666666666666,0,5.049856007249537,7.515344571180436,Unknown,1,Small
Super built-up  Area,20-Dec,Hoodi,4 BHK,Caycend,2090,4.0,0.0,95.1,4.0,2090.0,4550.239234449761,522.5,Future,2020,Hoodi,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.565389315976247,7.645397699428633,Dec,13,Medium
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1519,3.0,1.0,93.0,3.0,1519.0,6122.448979591837,506.3333333333333,Ready,0,Lingadheeranahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.543294782270004,7.326465613840322,Unknown,22,Medium
Built-up  Area,Ready To Move,Dommasandra,3 BHK,Asene S,1267,3.0,2.0,56.0,3.0,1267.0,4419.889502762431,422.3333333333333,Ready,0,Dommasandra,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.04305126783455,7.145196134997171,Unknown,2,Small
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Camesa ,1150,2.0,3.0,72.2,2.0,1150.0,6278.260869565217,575.0,Ready,0,Sanjay nagar,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.293195420967266,7.048386408721883,Unknown,1,Small
Super built-up  Area,19-Dec,Marathahalli,2 BHK,PrensKe,1146,2.0,1.0,70.0,2.0,1146.0,6108.202443280978,573.0,Future,2019,Marathahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.2626798770413155,7.044905117129371,Dec,7,Small
Plot  Area,18-Feb,1st Block HRBR Layout,8 Bedroom,Independent,1200,7.0,0.0,235.0,8.0,1200.0,19583.333333333332,150.0,Future,2018,other,0,1,1,Ultra-Luxury,Tier 1,3,0.875,0,5.4638318050256105,7.0909098220799835,Feb,5469,Large
Built-up  Area,Ready To Move,Kannamangala,3 BHK,Marnaer,1550,3.0,3.0,65.0,3.0,1550.0,4193.548387096775,516.6666666666666,Ready,0,Kannamangala,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.189654742026425,7.346655163176539,Unknown,2,Small
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,850,1.0,1.0,18.5,2.0,850.0,2176.470588235294,425.0,Ready,0,Chandapura,1,0,0,Budget,Tier 3,0,0.5,0,2.970414465569701,6.7464121285733745,Unknown,6,Small
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Kaestid,2200,3.0,0.0,187.0,3.0,2200.0,8500.0,733.3333333333334,Ready,0,other,1,0,1,Premium,Tier 1,1,1.0,0,5.236441962829949,7.696667081526462,Unknown,1,Small
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 Bedroom,Independent,3329,3.0,2.0,330.0,3.0,3329.0,9912.886752778611,1109.6666666666667,Ready,0,other,0,0,1,Ultra-Luxury,Tier 2,0,1.0,0,5.802118375377063,8.110727582974489,Unknown,5469,Large
Carpet  Area,Ready To Move,Electronics City Phase 1,1 BHK,Independent,785,1.0,1.0,55.0,1.0,785.0,7006.369426751592,785.0,Ready,0,Electronics City Phase 1,0,0,0,Mid-Range,Tier 3,2,1.0,0,4.02535169073515,6.666956792429207,Unknown,5469,Large
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,2900,4.0,0.0,300.0,3.0,2900.0,10344.827586206897,966.6666666666666,Ready,0,Hebbal Kempapura,1,0,1,Ultra-Luxury,Tier 2,1,1.3333333333333333,1,5.707110264748875,7.972810784121404,Unknown,7,Small
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Avlya A,1610,3.0,2.0,74.0,3.0,1610.0,4596.273291925466,536.6666666666666,Ready,0,Raja Rajeshwari Nagar,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.31748811353631,7.384610383176974,Unknown,1,Small
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krine O,921,2.0,2.0,40.0,2.0,921.0,4343.105320304017,460.5,Ready,0,Bellandur,1,0,0,Budget,Tier 2,1,1.0,0,3.713572066704308,6.826545223556594,Unknown,2,Small
Plot  Area,Ready To Move,Kengeri Satellite Town,3 Bedroom,Independent,850,3.0,2.0,95.0,3.0,850.0,11176.470588235294,283.3333333333333,Ready,0,Kengeri Satellite Town,0,1,1,Mid-Range,Tier 3,3,1.0,0,4.564348191467836,6.7464121285733745,Unknown,5469,Large
Built-up  Area,Ready To Move,Bannerghatta Road,5 Bedroom,Independent,2700,5.0,0.0,158.0,5.0,2700.0,5851.851851851852,540.0,Ready,0,Bannerghatta Road,0,0,0,Premium,Tier 2,0,1.0,0,5.0689042022202315,7.901377353792616,Unknown,5469,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SocusHi,1700,3.0,3.0,110.0,3.0,1700.0,6470.588235294118,566.6666666666666,Ready,0,Sarjapur  Road,1,0,0,Premium,Tier 1,1,1.0,0,4.709530201312334,7.438971592395862,Unknown,2,Small
Built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1020,2.0,2.0,35.0,2.0,1020.0,3431.372549019608,510.0,Ready,0,Sarjapur,1,0,0,Budget,Tier 3,0,1.0,0,3.58351893845611,6.928537818164665,Unknown,7,Small
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Dintsmi,1090,2.0,3.0,52.0,2.0,1090.0,4770.642201834862,545.0,Ready,0,Billekahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.970291913552122,6.994849985833071,Unknown,1,Small
Plot  Area,Ready To Move,Bagalur Main Road,4 Bedroom,Independent,3600,4.0,0.0,300.0,4.0,3600.0,8333.333333333334,900.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 2,3,1.0,0,5.707110264748875,8.188966863648876,Unknown,5469,Large
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Independent,1027,2.0,2.0,44.0,2.0,1027.0,4284.323271665044,513.5,Ready,0,Haralur Road,0,0,0,Budget,Tier 2,1,1.0,0,3.8066624897703196,6.93537044601511,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,42.1,2.0,1185.0,3552.7426160337554,592.5,Ready,0,Thanisandra,1,0,0,Budget,Tier 2,1,1.0,0,3.763522997109702,7.078341579557671,Unknown,29,Medium
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,850,2.0,1.0,25.0,2.0,850.0,2941.176470588235,425.0,Ready,0,Doddathoguru,1,0,0,Budget,Tier 3,1,1.0,0,3.258096538021482,6.7464121285733745,Unknown,2,Small
Built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,84.0,2.0,1197.0,7017.543859649123,598.5,Ready,0,Harlur,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.442651256490317,7.088408778675395,Unknown,27,Medium
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,3.0,3.0,450.0,4.0,3500.0,12857.142857142857,875.0,Ready,0,other,1,0,1,Ultra-Luxury,Tier 1,1,0.75,0,6.111467339502679,8.160803920954665,Unknown,4,Small
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Independent,920,2.0,2.0,39.55,2.0,920.0,4298.91304347826,460.0,Ready,0,Poorna Pragna Layout,0,0,0,Budget,Tier 2,1,1.0,0,3.702535780561422,6.825460036255307,Unknown,5469,Large
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,i1rtsCo,1105,2.0,1.0,65.0,2.0,1105.0,5882.35294117647,552.5,Ready,0,Raja Rajeshwari Nagar,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.189654742026425,7.00850518208228,Unknown,3,Small
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,GoandAc,1850,3.0,3.0,100.0,3.0,1850.0,5405.405405405405,616.6666666666666,Ready,0,Yeshwanthpur,1,0,0,Premium,Tier 2,1,1.0,0,4.61512051684126,7.523481312573497,Unknown,2,Small
Super built-up  Area,20-Dec,Judicial Layout,3 BHK,PrarePa,1300,3.0,1.0,64.0,3.0,1300.0,4923.076923076923,433.3333333333333,Future,2020,Judicial Layout,1,0,0,Mid-Range,Tier 1,1,1.0,0,4.174387269895637,7.170888478512505,Dec,76,Large
Built-up  Area,Ready To Move,"Varthur Road, ",3 BHK,Independent,1595,3.0,2.0,76.0,3.0,1595.0,4764.8902821316615,531.6666666666666,Ready,0,other,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.343805421853684,7.3752557780097545,Unknown,5469,Large
Super built-up  Area,19-Dec,Kodihalli,4 BHK,Priesla,3073,5.0,2.0,696.0,4.0,3073.0,22648.87731858119,768.25,Future,2019,Kodihalli,1,0,1,Ultra-Luxury,Tier 1,1,1.25,1,6.546785410760524,8.03073492409854,Dec,3,Small
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Independent,755,2.0,1.0,37.49,2.0,755.0,4965.562913907284,377.5,Ready,0,Horamavu Agara,0,0,0,Budget,Tier 3,0,1.0,0,3.6503984672956546,6.628041376179533,Unknown,5469,Large
Built-up  Area,Ready To Move,Nagasandra,5 Bedroom,Independent,4050,5.0,2.0,140.0,5.0,4050.0,3456.7901234567903,810.0,Ready,0,Nagasandra,0,0,0,Premium,Tier 2,0,1.0,0,4.948759890378168,8.30671904320269,Unknown,5469,Large
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,Independent,1300,2.0,3.0,69.0,3.0,1300.0,5307.692307692308,433.3333333333333,Future,2021,Kanakpura Road,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.248495242049359,7.170888478512505,Dec,5469,Large
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Independent,1215,2.0,0.0,50.0,2.0,1215.0,4115.22633744856,607.5,Ready,0,Bannerghatta Road,0,0,0,Mid-Range,Tier 2,0,1.0,0,3.9318256327243257,7.103322062526113,Unknown,5469,Large
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0,2.0,900.0,5111.111111111111,450.0,Future,2020,Kanakpura Road,1,0,0,Budget,Tier 2,1,1.0,0,3.8501476017100584,6.803505257608338,Oct,76,Large
Super built-up  Area,18-Oct,Banashankari Stage III,2 BHK,Independent,1145,2.0,3.0,58.4,2.0,1145.0,5100.436681222707,572.5,Future,2018,Banashankari Stage III,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.084294226368599,7.044032897274685,Oct,5469,Large
Super built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,Independent,1093,2.0,2.0,65.0,2.0,1093.0,5946.935041171088,546.5,Ready,0,other,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,6.9975959829819265,Unknown,5469,Large
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,Independent,1213,2.0,2.0,41.39,3.0,1213.0,3412.201154163232,404.3333333333333,Future,2017,Babusapalaya,0,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.746912485364546,7.101675971619444,Nov,5469,Large
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,PrliaRe,1654,3.0,2.0,100.0,3.0,1654.0,6045.949214026602,551.3333333333334,Ready,0,Bannerghatta Road,1,0,0,Premium,Tier 2,1,1.0,0,4.61512051684126,7.411556287811163,Unknown,2,Small
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,Independent,1105,2.0,1.0,52.48,2.0,1105.0,4749.321266968326,552.5,Ready,0,NGR Layout,0,0,0,Mid-Range,Tier 3,1,1.0,0,3.9793077522337423,7.00850518208228,Unknown,5469,Large
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Independent,1611,2.0,2.0,66.0,3.0,1611.0,4096.83426443203,537.0,Ready,0,Babusapalaya,0,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.204692619390966,7.385230923066573,Unknown,5469,Large
Built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,Hoens T,1367,2.0,2.0,62.0,2.0,1367.0,4535.479151426482,683.5,Ready,0,other,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.143134726391533,7.221105098182496,Unknown,2,Small
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brntsal,1010,2.0,1.0,51.0,2.0,1010.0,5049.504950495049,505.0,Ready,0,Devanahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9512437185814275,6.918695219020472,Unknown,1,Small
Plot  Area,Ready To Move,Kavika Layout,3 Bedroom,Independent,750,2.0,1.0,75.0,3.0,750.0,10000.0,250.0,Ready,0,other,0,1,1,Mid-Range,Tier 2,3,0.6666666666666666,0,4.330733340286331,6.621405651764134,Unknown,5469,Large
Carpet  Area,Ready To Move,Vinayaka Nagar,3 BHK,SVon hn,1535,3.0,1.0,95.0,3.0,1535.0,6188.9250814332245,511.6666666666667,Ready,0,other,1,0,0,Mid-Range,Tier 2,2,1.0,0,4.564348191467836,7.336936913707618,Unknown,1,Small
Super built-up  Area,Ready To Move,Anekal,2 BHK,Independent,620,2.0,1.0,22.0,2.0,620.0,3548.3870967741937,310.0,Ready,0,Anekal,0,0,0,Budget,Tier 3,1,1.0,0,3.1354942159291497,6.431331081933479,Unknown,5469,Large
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Independent,982,2.0,1.0,47.65,2.0,982.0,4852.34215885947,491.0,Ready,0,Horamavu Agara,0,0,0,Budget,Tier 3,0,1.0,0,3.884651808632014,6.890609120147166,Unknown,5469,Large
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,Independent,1700,2.0,2.0,150.0,2.0,1700.0,8823.529411764706,850.0,Ready,0,Banashankari Stage II,0,0,1,Premium,Tier 1,1,1.0,0,5.017279836814924,7.438971592395862,Unknown,5469,Large
Super built-up  Area,18-Dec,Whitefield,2 BHK,BSlasin,1330,2.0,1.0,71.0,2.0,1330.0,5338.345864661655,665.0,Future,2018,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.276666119016055,7.193685818395112,Dec,5,Small
Built-up  Area,Ready To Move,JP Nagar,3 Bedroom,Ronty C,2500,3.0,2.0,135.0,3.0,2500.0,5400.0,833.3333333333334,Ready,0,JP Nagar,1,0,0,Premium,Tier 2,0,1.0,0,4.912654885736052,7.824445930877619,Unknown,1,Small
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,Independent,1475,2.0,2.0,58.99,3.0,1475.0,3999.322033898305,491.6666666666667,Ready,0,Poorna Pragna Layout,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.094177881665002,7.297091005160418,Unknown,5469,Large
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,BSisear,1410,3.0,1.0,65.0,3.0,1410.0,4609.929078014185,470.0,Ready,0,Bhoganhalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.252053951852814,Unknown,1,Small
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,Independent,440,1.0,1.0,16.5,1.0,440.0,3750.0,440.0,Ready,0,Yelahanka New Town,0,0,0,Budget,Tier 2,1,1.0,0,2.8622008809294686,6.089044875446846,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0,3.0,1614.0,5885.9975216852545,538.0,Ready,0,Yelahanka,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.564348191467836,7.387090235656757,Unknown,14,Medium
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,GeereEc,1363,2.0,2.0,68.0,2.0,1363.0,4988.994864269993,681.5,Ready,0,Neeladri Nagar,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.23410650459726,7.218176838403408,Unknown,3,Small
Built-up  Area,Ready To Move,Kogilu,2 Bedroom,Independent,650,2.0,0.0,28.0,2.0,650.0,4307.692307692308,325.0,Ready,0,Kogilu,0,0,0,Budget,Tier 2,0,1.0,0,3.367295829986474,6.478509642208569,Unknown,5469,Large
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,2 BHK,Independent,1015,2.0,1.0,45.0,2.0,1015.0,4433.4975369458125,507.5,Ready,0,other,0,0,0,Budget,Tier 3,1,1.0,0,3.828641396489095,6.923628628138427,Unknown,5469,Large
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Independent,1156,2.0,2.0,46.0,2.0,1156.0,3979.2387543252594,578.0,Ready,0,Horamavu Banaswadi,0,0,0,Budget,Tier 2,1,1.0,0,3.8501476017100584,7.053585727193677,Unknown,5469,Large
Super built-up  Area,19-Mar,Hennur Busstop,2 BHK,Independent,1100,2.0,1.0,62.7,2.0,1100.0,5700.0,550.0,Future,2019,other,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.154184562578117,7.00397413672268,Mar,5469,Large
Super built-up  Area,18-Jan,KR Puram,3 BHK,Independent,1455,3.0,2.0,46.0,3.0,1455.0,3161.512027491409,485.0,Future,2018,KR Puram,0,0,0,Budget,Tier 2,1,1.0,0,3.8501476017100584,7.283448228756631,Jan,5469,Large
Super built-up  Area,Ready To Move,GB Palya,2 BHK,Ravashw,930,2.0,1.0,45.0,2.0,930.0,4838.709677419355,465.0,Ready,0,other,1,0,0,Budget,Tier 3,1,1.0,0,3.828641396489095,6.836259277277067,Unknown,1,Small
Built-up  Area,Ready To Move,AMS Layout,3 BHK,Independent,1650,2.0,2.0,80.0,3.0,1650.0,4848.484848484848,550.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.394449154672439,7.409136443920128,Unknown,5469,Large
Built-up  Area,Ready To Move,KR Puram,2 Bedroom,Independent,1200,2.0,0.0,90.0,2.0,1200.0,7500.0,600.0,Ready,0,KR Puram,0,0,1,Mid-Range,Tier 2,0,1.0,0,4.51085950651685,7.0909098220799835,Unknown,5469,Large
Plot  Area,Ready To Move,9th Block Jayanagar,1 Bedroom,Independent,700,1.0,0.0,150.0,1.0,700.0,21428.571428571428,700.0,Ready,0,other,0,0,1,Premium,Tier 1,3,1.0,0,5.017279836814924,6.55250788703459,Unknown,5469,Large
Super built-up  Area,Ready To Move,Karuna Nagar,4 BHK,AjityIn,2900,3.0,0.0,135.0,4.0,2900.0,4655.172413793103,725.0,Ready,0,Karuna Nagar,1,0,0,Premium,Tier 2,1,0.75,0,4.912654885736052,7.972810784121404,Unknown,3,Small
Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1890,4.0,3.0,127.0,3.0,1890.0,6719.576719576719,630.0,Future,2018,Kadugodi,1,0,0,Premium,Tier 2,1,1.3333333333333333,1,4.852030263919617,7.544861068658458,Mar,12,Medium
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Vaour S,2197,4.0,3.0,280.0,3.0,2197.0,12744.651797906236,732.3333333333334,Ready,0,other,1,0,1,Ultra-Luxury,Tier 2,1,1.3333333333333333,1,5.638354669333745,7.6953031349635665,Unknown,2,Small
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,3522,3.0,2.0,380.0,3.0,3522.0,10789.324247586599,1174.0,Ready,0,Hebbal Kempapura,1,0,1,Ultra-Luxury,Tier 2,1,1.0,0,5.942799375126701,8.167068178341237,Unknown,7,Small
Super built-up  Area,18-Apr,Gaurava Nagar,3 BHK,Independent,1240,2.0,2.0,46.0,3.0,1240.0,3709.6774193548385,413.3333333333333,Future,2018,other,0,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.8501476017100584,7.123672785204607,Apr,5469,Large
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Vaaveeh,1440,2.0,2.0,98.0,2.0,1440.0,6805.555555555556,720.0,Ready,0,HRBR Layout,1,0,0,Mid-Range,Tier 1,0,1.0,0,4.59511985013459,7.273092595999522,Unknown,2,Small
Super built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,Independent,650,1.0,2.0,38.0,1.0,650.0,5846.153846153846,650.0,Ready,0,Kodichikkanahalli,0,0,0,Budget,Tier 2,1,1.0,0,3.6635616461296463,6.478509642208569,Unknown,5469,Large
